dialogue id,sentence_id,sentences,função_1,função_2,função_3,to_review,função_CONSENSO,justificativa,CASOS DE DUVIDA
DOC000098,SENT019,Um aspecto interessante de o projeto é a tal linha circular de transporte coletivo .,inform,inform,inform,,,,
DOC000098,SENT022,E isso é apontado como uma razão importante para a qualidade de vida local .,inform,inform,inform,,,,
DOC000098,SENT023,"Parece um detalhe , mas um modo de transporte integrador como esse pode mudar a percepção da cidade .",inform,inform,inform,,,,
DOC000098,SENT025,Bonde novo pode mudar centro de SP .,inform,inform,inform,,,,
DOC000099,SENT004,Os números da Anbima ( associação das entidades do mercado ) comprovam esse aumento .,confirm,inform,inform,,,,
DOC000099,SENT005,"Fundos multimercados ( que aplicam não só em renda fixa ) com investimento no exterior viram seu patrimônio crescer 23,4 % nos 12 meses até agosto .",inform,inform,inform,,,,
DOC000099,SENT006,"No caso dos fundos de renda fixa com exposição a ativos estrangeiros , o aumento foi de 19,6 % , e , nos fundos de ações , de 14,3 % .",inform,inform,inform,,,,
DOC000099,SENT011,Produtos para pequenos investidores podem ter até 20 % de investimento em o exterior .,inform,inform,inform,,,,
DOC000099,SENT013,Pessoas com mais de R$ 10 milhões em investimentos não têm restrição .,inform,inform,inform,,,,
DOC000099,SENT014,Esses fundos compram cotas de fundos negociados em outros países .,inform,inform,inform,,,,
DOC000099,SENT016,Um exemplo é o setor de tecnologia .,inform,inform,inform,,,,
DOC000099,SENT017,"Se pensarmos nesse segmento nos EUA e na China , estamos falando de empresas de porte grande , crescimento de receita e lucros extraordinários , diz .",inform,inform,inform,,,,
DOC000099,SENT018,"Dá para comprar também ações de empresas ligadas ao mercado de luxo , como Cartier e Ferrari .",inform,inform,inform,,,,
DOC000099,SENT019,""" É um setor que não tem representatividade em o mercado brasileiro . """,inform,inform,inform,,,,
DOC000099,SENT020,Há ainda os chamados investimentos alternativos .,inform,inform,inform,,,,
DOC000099,SENT023,"A aplicação inicial é elevada , mas é possível acessar esses produtos com R$ 25 mil .",inform,inform,inform,,,,
DOC000099,SENT024,Quem quer aplicar em ativos em o exterior pode ir além de os fundos .,suggest,inform,inform,,,,
DOC000099,SENT027,"Manter essas contas pode custar US$ 2.000 por ano , valor pouco acessível ao pequeno investidor .",inform,inform,inform,,,,
DOC000099,SENT028,"A questão tributária também pesa , complementa Joelson Sampaio , professor da FGV ( Fundação Getulio Vargas ) .",inform,inform,inform,,,,
DOC000099,SENT035,"O do Facebook saía por R$ 270,23 .",inform,inform,inform,,,,
DOC000099,SENT036,A liquidez é um risco tanto para o BDR quanto para o ETF .,inform,inform,inform,,,,
DOC000099,SENT039,Brasil ainda é um de os poucos lugares de o mundo com juros interessantes .,inform,inform,inform,,,,
DOC000099,SENT043,"Ou seja , o investidor precisa pagar para comprar esses papéis .",inform,inform,confirm,,,,
DOC000099,SENT044,Juro baixo em o Brasil faz investidor mirar oportunidades em o exterior .,inform,inform,inform,,,,
DOC000100,SENT002,Não é benéfico para as seleções jogar amistosos .,inform,inform,inform,,,,
DOC000100,SENT005,O time que quiser ficar entre os melhores não deve jogar amistosos .,suggest,inform,inform,,,,
DOC000100,SENT008,Entrou em contato com a federação local e sugeriu que adotassem a estratégia .,inform,inform,inform,,,,
DOC000100,SENT011,"Serão os sete melhores colocados do ranking ( além da Rússia , país-sede ) .",inform,inform,inform,,,,
DOC000100,SENT012,"O sorteio será em 1º de dezembro , em Moscou .",inform,inform,inform,,,,
DOC000100,SENT013,Olhe quantos amistosos a Suíça fez nos últimos 12 meses .,suggest,inform,instruct,2,instruct,imperativo,
DOC000100,SENT014,"Você vai entender , explica Ranghiuc .",inform,inform,inform,,,,
DOC000100,SENT016,"Vitória sobre a Bielorrússia por 1 a 0 , em junho de este ano .",inform,inform,inform,,,,
DOC000100,SENT017,"No ranking de setembro , a equipe está em 7º .",inform,inform,inform,,,,
DOC000100,SENT019,"Podem enfrentar Brasil , Argentina ou Alemanha , por exemplo .",inform,inform,inform,,,,
DOC000100,SENT020,Inglaterra ignorou a matemática há quatro anos .,inform,inform,inform,,,,
DOC000100,SENT022,"Os ingleses jogaram cinco partidas não competitivas em os 12 meses antes de a definição de o sorteio para a Copa de 2014 : contra Suécia , Brasil ( duas vezes ) , Escócia e Irlanda .",inform,inform,inform,,,,
DOC000100,SENT023,"Calculados os pontos , descobriram que se tivessem seguido o conselho de o romeno , seriam cabeças de chave .",inform,inform,inform,,,,
DOC000100,SENT024,"Caíram em chave com Itália , Uruguai e Costa Rica .",inform,inform,inform,,,,
DOC000100,SENT027,"Deve se trabalhar com isso , avisa .",suggest,inform,inform,,,,
DOC000100,SENT028,A lista é montada a cada mês de acordo com equação montada por a Fifa .,inform,inform,inform,,,,
DOC000100,SENT029,Leva em conta resultados das seleções nos últimos quatro anos .,inform,inform,inform,,,,
DOC000100,SENT030,Apenas os placares dos 12 meses anteriores são computados 100 % .,inform,inform,inform,,,,
DOC000100,SENT033,Este componente é o que muda tudo .,inform,inform,inform,,,,
DOC000100,SENT034,"Jogo de Copa do Mundo , vale quatro .",inform,inform,inform,,,,
DOC000100,SENT035,"De torneio continental ( como Copa América , por exemplo ) , três .",inform,inform,inform,,,,
DOC000100,SENT042,"Três dias antes , em eliminatória , obteve óbvia vitória sobre Liechtenstein .",inform,inform,inform,,,,
DOC000100,SENT046,"França não fez isso , diz Ranghiuc .",inform,inform,inform,,,,
DOC000100,SENT047,"Nos últimos 12 meses , a equipe francesa seguiu cartilha de tudo o que o romeno acredita dever ser evitado .",inform,inform,inform,,,,
DOC000100,SENT048,Jogou amistosos demais e teve resultados ruins .,inform,inform,inform,,,,
DOC000100,SENT049,"Ganhou de Inglaterra e Paraguai , empatou com Costa do Marfim e perdeu para Espanha .",inform,inform,inform,,,,
DOC000100,SENT050,Essas partidas fizeram com que a média de pontos nos últimos 12 meses caísse 182 pontos .,inform,inform,inform,,,,
DOC000100,SENT051,"Computados apenas as eliminatórias , a França ( 8ª colocada ) estaria em 3º .",inform,inform,inform,,,,
DOC000100,SENT052,"Amistosos oferecem benefícios técnicos , claro .",inform,inform,agreement,,,,
DOC000100,SENT053,"Servem para testar formações , atletas e entrosar a equipe .",inform,inform,inform,,,,
DOC000100,SENT055,Basta combinar com o adversário para que o jogo tenha mais de seis substituições .,inform,inform,inform,,,,
DOC000100,SENT056,Isso o tornará inválido para o ranking .,inform,inform,inform,,,,
DOC000100,SENT058,UEFA vai realizar a Liga de as Nações a partir de 2018 .,inform,inform,inform,,,,
DOC000100,SENT059,Não está definido o impacto que terá no ranking .,inform,inform,inform,,,,
DOC000100,SENT060,"Folha enviou e-mail sobre isso à Fifa , mas não obteve resposta .",inform,inform,inform,,,,
DOC000100,SENT061,"Polônia ( 6ª colocada ) , com um amistoso jogado em os últimos 12 meses , será .",inform,inform,inform,,,,
DOC000100,SENT062,Brecha no ranking da Fifa prejudica seleções que jogam muitos amistosos .,inform,inform,inform,,,,
DOC000102,SENT001,"De todas as reações envolvendo as exposições "" profanas "" , duas coisas me deixaram muito espantado .",inform,inform,inform,,,,
DOC000102,SENT002,A primeira é que as pessoas ainda se importam com o que acontece dentro do museu .,inform,inform,inform,,,,
DOC000102,SENT003,Isso só pode ser um sintoma de que o governo Temer tá fazendo o Brasil decolar .,inform,inform,inform,,,,
DOC000102,SENT004,""" Nosso IDH pode ser baixíssimo , mas aqui a gente para tudo pra discutir performance . """,inform,inform,inform,,,,
DOC000102,SENT005,A segunda coisa é que o Brasil não tem nenhum liberal-de-verdade .,inform,inform,inform,,,,
DOC000102,SENT007,Ou seja : me identifico com os liberais-de-verdade .,inform,inform,confirm,,,,
DOC000102,SENT008,O problema é que nunca conheci nenhum .,inform,inform,inform,,,,
DOC000102,SENT010,"Caberia explicar a o prefeito que não havia libido nenhuma ali , e que afinal a libido está em os olhos de quem vê .",inform,disconfirm,inform,,,,
DOC000102,SENT012,Talvez venha daí sua simpatia pelo Michel Temer .,inform,inform,inform,,,,
DOC000102,SENT013,Mas justiça seja feita : libido tem em toda parte .,inform,inform,inform,,,,
DOC000102,SENT014,"Inclusive nas obras do Romero Britto , pra usar um artista que o prefeito conhece .",inform,inform,inform,,,,
DOC000102,SENT017,"De aí a censurar las , prefeito , é um longo caminho .",inform,inform,inform,,,,
DOC000102,SENT021,Crivella distribuiu cargos pra bispos de várias congregações .,inform,inform,inform,,,,
DOC000102,SENT022,"Um dos secretários , também pastor , fez cruzada contra piercings e tatuagens no gabinete .",inform,inform,inform,,,,
DOC000102,SENT024,"Arqueólogos seguem cavando , em busca de alguma ossada .",inform,inform,inform,,,,
DOC000103,SENT002,Vivíamos 40 anos e agora passamos para 80 .,inform,inform,inform,,,,
DOC000103,SENT004,"Sob o seu guarda-chuva está também o Americas Serviços Médicos , que congrega 34 hospitais .",inform,inform,inform,,,,
DOC000103,SENT005,"Para ele , há muito desperdício no sistema de saúde por fraudes , falta de informações e processos .",inform,inform,inform,,,,
DOC000103,SENT006,""" Tem uma avenida para se trabalhar antes de falar que falta dinheiro . """,inform,inform,inform,,,,
DOC000103,SENT014,Você acaba achando que querem destruir o mercado .,inform,inform,inform,,,,
DOC000103,SENT015,Mas há muito abuso em relação a reajustes de os planos coletivos .,inform,inform,inform,,,,
DOC000103,SENT016,"Isso impulsiona , inclusive , a judicialização do setor .",inform,inform,inform,,,,
DOC000103,SENT019,A gente tem visto que nem sempre são demandas apropriadas .,inform,inform,inform,,,,
DOC000103,SENT020,É contra isso que a gente tem que lutar .,suggest,inform,suggest,,,,
DOC000103,SENT023,"A mecânica de seguro é contributiva , cada um coloca o seu pedacinho , apostando que eventualmente possa precisar .",inform,inform,inform,,,,
DOC000103,SENT024,"Isso é previsível em estudos estatísticos , baseado em uma lista de procedimentos e doenças que costumam acontecer .",inform,inform,inform,,,,
DOC000103,SENT029,"Mas não à alta complexidade , internação hospitalar .",inform,inform,inform,,,,
DOC000103,SENT030,Isso responde por 54 % de todo custo de a saúde em o setor suplementar .,inform,inform,inform,,,,
DOC000103,SENT034,Corre se o risco de judicializar e desfazer .,inform,inform,inform,,,,
DOC000103,SENT035,Mas sou favorável que ele possa existir .,inform,inform,agreement,,,,
DOC000103,SENT036,"É oportunidade de crescimento de mercado , de desoneração da saúde pública , criação de empregos .",inform,inform,inform,,,,
DOC000103,SENT037,Câmara também discute a possibilidade de os planos dos idosos serem reajustados .,inform,inform,inform,,,,
DOC000103,SENT039,Essa discussão acompanha a que ocorre em a Previdência .,inform,inform,inform,,,,
DOC000103,SENT041,Nós levamos 200 anos para viver o dobro .,inform,inform,inform,,,,
DOC000103,SENT042,Vivíamos 40 anos e agora passamos para 80 .,inform,inform,inform,,,,
DOC000103,SENT044,"Se aumentar a capacidade contributiva cobrando mais , dá um respiro .",inform,inform,inform,,,,
DOC000103,SENT045,O pessoal diz que está tirando o conforto dos velhinhos .,inform,inform,inform,,,,
DOC000103,SENT047,"Tem uma hora que precisamos ver que Estado inchado , protegendo todo mundo , é muito complexa .",inform,inform,inform,,,,
DOC000103,SENT048,Uma forma de conter custos é cortar desperdícios .,inform,inform,inform,,,,
DOC000103,SENT049,Por que não se discute melhor isso ?,question,question,question,,,,
DOC000103,SENT051,"A gente tem as fraudes , mas eu prefiro nem comentar porque é tão desqualificado que dispensa comentários .",inform,inform,inform,,,,
DOC000103,SENT053,Tem uma avenida para se trabalhar antes de falar que falta dinheiro .,inform,inform,inform,,,,
DOC000103,SENT054,Estudos mostram que a prevenção também é uma forma de cortar custos e de as pessoas envelhecerem melhor .,inform,inform,inform,,,,
DOC000103,SENT055,Por que os sistemas de saúde investem tão pouco ?,question,question,question,,,,
DOC000103,SENT056,"As discussões nascem , em geral , dentro de princípios econômicos financeiros , não de qualidade .",inform,answer,inform,,,,
DOC000103,SENT059,"O mais curto é dizer que está caro , que você quer mais dinheiro .",inform,inform,inform,,,,
DOC000103,SENT060,As pessoas gastam mal porque adoecem mal .,inform,inform,inform,,,,
DOC000103,SENT062,Mas tem que cuidar senão vai parar no pronto-socorro a cada três meses por descontrole .,suggest,inform,inform,,,,
DOC000103,SENT063,Muitas por falta de remédio mesmo .,inform,inform,inform,,,,
DOC000103,SENT067,"Continuo no sistema hospitalar , porque a UnitedHealth tem a America , com 34 hospitais .",inform,inform,inform,,,,
DOC000103,SENT069,Vejo razões de insatisfação em todas as partes .,inform,inform,inform,,,,
DOC000103,SENT070,Mas vejo oportunidades e sinergias em todas elas .,inform,inform,inform,,,,
DOC000103,SENT073,"Isso está pendurado em um grande vetor , o paciente .",inform,inform,inform,,,,
DOC000103,SENT074,A visão de cadeia produtiva ainda não existe .,inform,inform,inform,,,,
DOC000103,SENT080,De 10 % a 15 % de a folha de pagamento vão para o seguro-saúde .,inform,inform,inform,,,,
DOC000103,SENT081,O médico diz que não recebe reajuste .,inform,inform,inform,,,,
DOC000103,SENT086,A medicina não é diferente de aquilo que nasça de as mãos de os médicos .,inform,inform,inform,,,,
DOC000103,SENT088,Mas ela não entende que é parte de a solução .,inform,inform,inform,,,,
DOC000103,SENT092,A primeira coisa é reconhecer que estamos todos errados .,instruct,inform,inform,,,,
DOC000103,SENT094,"Mas , se a gente não sentar todos de o mesmo lado , será um problema .",inform,inform,inform,,,,
DOC000103,SENT095,O problema é que ninguém quer abrir mão de o seu quinhão ... É lógico .,disagreement,inform,inform,,,,
DOC000103,SENT098,"Pelo contrário , ela fechou o capital .",inform,inform,inform,,,,
DOC000103,SENT099,Significa que vai comprando ativos para manter conosco .,inform,inform,inform,,,,
DOC000103,SENT102,Estamos discutindo com os parceiros novas formas de remuneração .,inform,inform,inform,,,,
DOC000103,SENT104,O caminho é a mudança de o modelo de remuneração ?,question,question,question,,,,
DOC000103,SENT106,"O outro é o envolvimento de o paciente , entendimento de valor .",inform,answer,inform,,,,
DOC000103,SENT109,São mecânicas que pressionam a entender que isso tem custo .,inform,inform,inform,,,,
DOC000103,SENT110,E o papel do médico ?,question,question,question,,,,
DOC000103,SENT111,"O papel de o médico é de tutela , de referência .",answer,answer,answer,,,,
DOC000103,SENT118,Os médicos têm que entender o que está acontecendo .,inform,answer,suggest,2,suggest,contexto subjetivo,*
DOC000103,SENT120,É presidente de o UnitedHealth Group Brasil .,inform,inform,inform,,,,
DOC000103,SENT121,Preside ainda o Conselho da Sociedade Israelita Brasileira Albert Einstein e o Instituto Coalização Saúde .,inform,inform,inform,,,,
DOC000103,SENT122,"Vivemos mais , e alguém tem que pagar essa conta , diz médico à frente da Amil .",inform,inform,inform,,,,
DOC000106,SENT008,Pessoas próximas a o projeto dizem que a solução para o caso está próxima .,inform,inform,inform,,,,
DOC000106,SENT013,"Em 25 de julho , Morando levou sua preocupação ao ministro da Defesa , Raul Jungmann .",inform,inform,inform,,,,
DOC000106,SENT014,"Ele o encaminhou ao brigadeiro Márcio Bonotto , responsável pela aquisição dos Gripen .",inform,inform,inform,,,,
DOC000106,SENT016,"Isso ocorreu em setembro , mas até aqui as tratativas não são conclusivas .",inform,inform,inform,,,,
DOC000106,SENT021,Seus aliados temem que ele seja responsabilizado por um fracasso na instalação .,inform,inform,inform,,,,
DOC000106,SENT025,"Desde 2009 , ele visitou a Suécia e fez lobby pelo avião .",inform,inform,inform,,,,
DOC000106,SENT029,"Lula , enquanto presidente , havia favorecido os franceses a o longo de a negociação .",inform,inform,inform,,,,
DOC000106,SENT032,Todos negam as acusações de irregularidades .,inform,inform,inform,,,,
DOC000106,SENT034,A investigação da Zelotes corre em Brasília e não inclui até aqui o ex-prefeito Luiz Marinho .,inform,inform,inform,,,,
DOC000106,SENT035,Petistas acreditam que candidatura de Marinho é ' para inglês ver ' .,inform,inform,inform,,,,
DOC000106,SENT036,Fábrica de peças de caça brasileiro fica na promessa .,inform,inform,inform,,,,
DOC000109,SENT001,A economia americana criou cerca de 16 milhões de vagas nos oito anos desde o fim da grande recessão ( 2008-09 ) .,inform,inform,inform,,,,
DOC000109,SENT004,E a grande dúvida é se essas cicatrizes vão realmente sarar .,inform,inform,inform,,,,
DOC000109,SENT008,Pesquisas mostram que muitos caíram nas drogas ou na pobreza .,inform,inform,inform,,,,
DOC000109,SENT009,Mas a questão é como uma recuperação que já dura oito anos pode ter deixado de incluir tanta gente .,inform,inform,inform,,,,
DOC000109,SENT013,"Ele descobriu que , em os lugares que foram atingidos com mais força por a recessão , os efeitos ainda são duradouros : milhares de trabalhadores que perderam seus empregos tiveram dificuldades para se reposicionar em o mercado e , em o fim de as contas , desistiram de procurar vagas .",inform,inform,inform,,,,
DOC000109,SENT014,"Muitos , segundo os dados de Yagan , ainda não encontraram trabalho .",inform,inform,inform,,,,
DOC000109,SENT016,""" Os efeitos de a recessão não deveriam durar tanto tempo . """,inform,inform,inform,,,,
DOC000109,SENT017,A teoria econômica tradicional defende que os danos provocados por recessão geralmente são de curta duração .,inform,inform,inform,,,,
DOC000109,SENT020,"Mais recentemente , no entanto , esse padrão parece ter mudado .",inform,inform,inform,,,,
DOC000109,SENT025,"Se a economia fraca é a doença , uma economia forte seria a cura .",inform,inform,inform,,,,
DOC000109,SENT031,"Crise dos Estados Unidos elimina 1,5 milhão de vagas de emprego .",inform,inform,inform,,,,
DOC000111,SENT003,Quase não há referências a ele na forma de estátuas ou ruas no país .,inform,inform,inform,,,,
DOC000111,SENT017,"Porém , não de muita liberdade .",inform,inform,inform,,,,
DOC000111,SENT018,"A doença o impediu , por exemplo , de ir à escola até os nove anos de idade .",inform,inform,inform,,,,
DOC000111,SENT021,"A doença fez com que ele tivesse uma infância regrada , com dietas , horários para dormir e descansar .",inform,inform,inform,,,,
DOC000111,SENT022,"Isso se transmitiu a seus hábitos , explica Isola .",inform,inform,inform,,,,
DOC000111,SENT023,"Ainda assim , o Che foi um menino inquieto .",inform,inform,inform,,,,
DOC000111,SENT026,"Entre eles , havia famílias espanholas que fugiam das consequências da Guerra Civil ( 1936-1939 ) .",inform,inform,inform,,,,
DOC000111,SENT030,"Em a escola , era impetuoso e apontava erros de professores de tendência conservadora ou fascista .",inform,inform,inform,,,,
DOC000111,SENT031,"Em Alta Gracia , os Guevara viveram de 1930 a 1943 .",inform,inform,inform,,,,
DOC000111,SENT032,"Na capital da província , Córdoba , até 1947 .",inform,inform,inform,,,,
DOC000111,SENT033,"Em este segundo período , o Che teve o primeiro contato com a pobreza .",inform,inform,inform,,,,
DOC000111,SENT034,"A família viveu numa casa da rua Chile , hoje uma movimentada via comercial .",inform,inform,inform,,,,
DOC000111,SENT035,Legado de Che Guevara divide vilarejo em a Argentina 50 anos após sua morte .,inform,inform,inform,,,,
DOC000114,SENT001,Associação Acadêmicos do Baixo Augusta está fazendo lobby por um Carnaval fora de época - mas não só .,inform,inform,inform,,,,
DOC000114,SENT004,""" O bloco sempre teve uma característica bastante ativista e questionadora "" , afirma .",inform,inform,inform,,,,
DOC000114,SENT006,"O projeto será uma espécie de escola livre , explica Youssef .",inform,inform,inform,,,,
DOC000114,SENT008,"Algumas atividades , como as rodas de samba semanais , receberão colaborações voluntárias para a manutenção do espaço .",inform,inform,inform,,,,
DOC000114,SENT011,""" Temos como princípio ser um espaço de pensamento crítico e celebração da diversidade "" , resume Youssef .",inform,inform,inform,,,,
DOC000114,SENT012,""" Queremos exercer nosso papel de ilha de transgressão e reflexão crítica nesse mar de caretice . """,inform,inform,inform,,,,
DOC000114,SENT013,Bloco Acadêmicos do Baixo Augusta inaugura centro cultural em São Paulo .,inform,inform,inform,,,,
DOC000115,SENT001,Quem investe em fundos conhece muito bem o come-cotas .,inform,inform,inform,,,,
DOC000115,SENT003,"Alguns , com telhado de vidro , atiram pedra , esquecendo as suas próprias mazelas .",disagreement,inform,inform,,,,
DOC000115,SENT008,Está se perguntando por que o tratamento fiscal de esse produto é diferente de os demais ?,question,question,question,,,,
DOC000115,SENT011,"Os investidores , cotistas de fundos , que desembolsam o Imposto de Renda antes da hora .",inform,inform,inform,,,,
DOC000115,SENT012,"Mas será que o come-cotas é , de fato , um bicho-papão que deve ser evitado ?",question,question,question,,,,
DOC000115,SENT013,"Afinal , qual é o impacto de ele em a rentabilidade de os investidores ?",question,question,question,,,,
DOC000115,SENT014,A melhor forma de responder é usando um exemplo prático .,answer,inform,answer,,,,
DOC000115,SENT015,Suponha um investidor ( A ) que aplicou R$ 10 mil em um fundo de renda fixa .,answer,inform,inform,,,,
DOC000115,SENT023,"Quanto maior o prazo de acumulação de os recursos , maior será a perda .",answer,inform,inform,,,,
DOC000115,SENT024,"O mesmo acontece com a taxa de juros , quanto mais elevada , maior será o impacto .",answer,inform,inform,,,,
DOC000117,SENT005,""" Eu vivi o período da ditadura e não quero nada parecido com isso "" , declarou .",inform,inform,inform,,,,
DOC000117,SENT008,Não há nada aqui que já não tenha sido feito na história da arte .,inform,inform,inform,,,,
DOC000117,SENT010,"Caetano estava acompanhado da mulher , Paula Lavigne .",inform,inform,inform,,,,
DOC000117,SENT013,São muitas as vozes que não irão se calar .,inform,inform,inform,,,,
DOC000117,SENT014,"Não aceitaremos censura nem difamação , diz a publicação .",inform,inform,inform,,,,
DOC000117,SENT016,"Tudo é cultura , inclusive a de repressão .",inform,inform,inform,,,,
DOC000117,SENT017,Mas só há um tipo de cultura que constrói um país : a da liberdade .,inform,inform,inform,,,,
DOC000117,SENT019,"Saiam , por favor , desse silêncio acovardado .",request,request,request,,,,
DOC000117,SENT022,"Em MG , Caetano Veloso defende liberdade de expressão de artistas .",inform,inform,inform,,,,
DOC000118,SENT002,"A partida aconteceu em Indianápolis , capital de Indiana , Estado que Pence governou entre 2013 e 2017 .",inform,inform,inform,,,,
DOC000118,SENT009,Vice de os Estados Unidos deixa jogo de a NFL após protesto durante o hino .,inform,inform,inform,,,,
DOC000120,SENT008,Blade Runner 2049 ' decepciona em as bilheterias em a estreia em os EUA .,inform,inform,inform,,,,
DOC000121,SENT001,"Maria de o Ceu não almejava ficar quando desembarcou em o Brasil , em 1952 .",inform,inform,inform,,,,
DOC000121,SENT006,"Gradualmente , Guarda concretizava se como lembrança , não projeto .",inform,inform,inform,,,,
DOC000121,SENT009,"No começo dos anos 70 , voltou pela primeira vez , para uma visita .",inform,inform,inform,,,,
DOC000121,SENT012,""" Ela se emocionava extraordinariamente com qualquer coisa . """,inform,inform,inform,,,,
DOC000121,SENT016,"Morreu no dia 27 , aos 91 , após um infarto .",inform,inform,inform,,,,
DOC000121,SENT017,"Deixa marido , filha , irmã e sobrinhos .",inform,inform,inform,,,,
DOC000122,SENT003,"Mas é também "" um de os mais difíceis para ser um publisher "" .",inform,inform,inform,,,,
DOC000122,SENT004,Ele vê problemas em três frentes .,inform,inform,inform,,,,
DOC000122,SENT010,Estamos submetidos à mesma tendência .,inform,inform,inform,,,,
DOC000122,SENT012,Publisher de o grupo Slate vê ' notícia fraudulenta ' como ameaça a o jornalismo .,inform,inform,inform,,,,
DOC000123,SENT006,"Sou de a paz em qualquer parte , em a política e fora de ela .",inform,inform,inform,,,,
DOC000123,SENT011,""" Quem tomou a iniciativa de fazer as agressões foi ele "" , afirmou em relação a Goldman .",inform,inform,inform,,,,
DOC000123,SENT012,"No dia seguinte ao pugilato verbal , Doria foi com Deus .",inform,inform,inform,,,,
DOC000123,SENT015,Capitão América também bajulou o tucano .,inform,inform,inform,,,,
DOC000123,SENT022,"O vaivém por aeroportos continuará , disse .",inform,inform,inform,,,,
DOC000123,SENT023,"Nesta semana , vai à Itália pela segunda vez em nove meses de mandato .",inform,inform,inform,,,,
DOC000123,SENT024,"Ao lado de Capitão América e Prem Baba , Doria deseja ' paz ' a Goldman .",inform,inform,inform,,,,
DOC000124,SENT003,"Os votos contrários somam 3,9 % .",inform,inform,inform,,,,
DOC000124,SENT004,A votação aconteceu em 900 cidades dos três Estados do Sul .,inform,inform,inform,,,,
DOC000124,SENT005,O movimento registrava a participação de 331.378 eleitores no plebiscito .,inform,inform,inform,,,,
DOC000124,SENT018,"Com baixa participação , proposta de a separação de o Sul vence plebiscito informal .",inform,inform,inform,,,,
DOC000127,SENT003,O acordo foi alcançado após sete horas de conversas .,inform,inform,inform,,,,
DOC000127,SENT004,O limite proposto é de 200 mil refugiados por ano .,inform,inform,inform,,,,
DOC000127,SENT006,Uma coletiva de imprensa em esta segunda-feira deve anunciar o resultado de as conversas .,inform,inform,inform,,,,
DOC000127,SENT009,O prazo é de um mês após as eleições .,inform,inform,inform,,,,
DOC000127,SENT015,Os requerentes cujos pedidos sejam rejeitados seriam devolvidos a seus países de origem .,inform,inform,inform,,,,
DOC000127,SENT021,Merkel cede e aceita limitar número de refugiados recebidos por ano .,inform,inform,inform,,,,
DOC000128,SENT003,O astro do Manchester City e da seleção brasileira disse estar feliz por ter voltado para casa .,inform,inform,inform,,,,
DOC000128,SENT004,Ele foi revelado por o Palmeiras e negociado com a Inglaterra em o ano passado .,inform,inform,inform,,,,
DOC000128,SENT005,"Consegui fazer uma história aqui , apesar de curta .",inform,inform,inform,,,,
DOC000128,SENT006,"É muito gratificante ser sempre lembrado por os torcedores de o Palmeiras , afirmou .",thanking,inform,inform,,,,
DOC000128,SENT008,É a 1ª vez que a seleção joga uma partida oficial no estádio do Palmeiras .,inform,inform,inform,,,,
DOC000128,SENT010,O cenário [ Allianz Parque ] é o ideal .,inform,inform,inform,,,,
DOC000128,SENT013,"Gabriel vai enfrentar Claudio Bravo , 34 , seu companheiro de Manchester e goleiro do Chile .",inform,inform,inform,,,,
DOC000128,SENT015,Deve ser a última partida de o Brasil em solo brasileiro antes de o mundial .,inform,inform,inform,,,,
DOC000128,SENT016,CBF agendou até agora mais três amistosos até a estreia em a Rússia em junho .,inform,inform,inform,,,,
DOC000128,SENT017,"Vai jogar contra Japão e Inglaterra , em novembro , na Europa .",inform,inform,inform,,,,
DOC000128,SENT018,"Em março de o ano que vem , enfrenta a Alemanha , em Berlin .",inform,inform,inform,,,,
DOC000128,SENT022,Brasil está classificado para o Mundial .,inform,inform,inform,,,,
DOC000128,SENT023,O último jogo das eliminatórias da seleção interessa à Argentina .,inform,inform,inform,,,,
DOC000128,SENT025,"Os argentinos enfrentam o Equador , fora de casa .",inform,inform,inform,,,,
DOC000128,SENT027,Foi exatamente contra os chilenos que o Brasil estreou em as eliminatórias para a Rússia .,inform,inform,inform,,,,
DOC000128,SENT029,"Desde então , houve uma troca no comando técnico .",inform,inform,inform,,,,
DOC000128,SENT030,Naquela época parecia que nada estava dando certo .,inform,inform,inform,,,,
DOC000128,SENT032,Gabriel Jesus volta a o Palmeiras e sonha com a Copa de o Mundo .,inform,inform,inform,,,,
DOC000130,SENT003,"Enormes colunas de fumaça preta subiam desse estabelecimento , onde parte do teto desabou .",inform,inform,inform,,,,
DOC000130,SENT006,Incêndio em shopping em Moscou leva a a retirada de 3.000 pessoas ; há feridos .,inform,inform,inform,,,,
DOC000131,SENT012,Filmes que retratam Antônio Callado e Henfil provocam reflexões sobre o país .,inform,inform,inform,,,,
DOC000134,SENT002,A creche tinha capacidade para 82 crianças .,inform,inform,inform,,,,
DOC000134,SENT007,Ministério Público Estadual em Minas Gerais abriu quatro procedimentos para investigar o caso .,inform,inform,inform,,,,
DOC000134,SENT014,"Eu entrei , procurei o menino dentro da creche e nada .",inform,inform,inform,,,,
DOC000134,SENT015,"Quando saí , encontrei uma das professoras dele e ela me falou que Kaio estava bem .",inform,inform,inform,,,,
DOC000134,SENT018,"Estou feliz por estar com meu filho em casa , mas muito preocupada com ela [ Maísa ] também .",sympathy expression,inform,inform,,,,
DOC000134,SENT020,O estado de saúde de Maísa é grave .,inform,inform,inform,,,,
DOC000134,SENT023,A família de Kaio disse que começará o atendimento nesta segunda-feira .,inform,inform,inform,,,,
DOC000134,SENT026,"De acordo com a prefeitura , foi Damião quem não se apresentou para procurar o tratamento .",inform,inform,inform,,,,
