dialogue_id,sentence_id,sentences,tipo dimensão multi,Dimensão multi,função multi,revisado,tipo dimensão,Dimensão,função,Unnamed: 10,possivel tag,dialogue_id.1,tokens,pos
DOC000021,SENT025,"Ele ainda afirmou a uma pastora em o encontro que "" não teria problema nenhum "" com a ideia de chamar mulheres para compor seu eventual ministério .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000021,"['Ele', 'ainda', 'afirmou', 'a', 'uma', 'pastora', 'em', 'o', 'encontro', 'que', '""', 'não', 'teria', 'problema', 'nenhum', '""', 'com', 'a', 'ideia', 'de', 'chamar', 'mulheres', 'para', 'compor', 'seu', 'eventual', 'ministério', '.']","['PRON', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PUNCT', 'ADV', 'VERB', 'NOUN', 'DET', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']"
DOC000021,SENT027,Também voltou a criticar brasileiros que abrem empresas em o Paraguai e atacou as leis trabalhistas .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000021,"['Também', 'voltou', 'a', 'criticar', 'brasileiros', 'que', 'abrem', 'empresas', 'em', 'o', 'Paraguai', 'e', 'atacou', 'as', 'leis', 'trabalhistas', '.']","['ADV', 'VERB', 'ADP', 'VERB', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']"
DOC000021,SENT028,""" O trabalhador vai ter de escolher menos direitos e emprego ou todos os direitos e desemprego "" , disse .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000021,"['""', 'O', 'trabalhador', 'vai', 'ter', 'de', 'escolher', 'menos', 'direitos', 'e', 'emprego', 'ou', 'todos', 'os', 'direitos', 'e', 'desemprego', '""', ',', 'disse', '.']","['PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'DET', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT']"
DOC000021,SENT029,""" A gente não consegue fabricar um prego e colocar de forma competitiva em o Paraguai , que tem uma CLT bem menos rígida que a nossa . """,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000021,"['""', 'A', 'gente', 'não', 'consegue', 'fabricar', 'um', 'prego', 'e', 'colocar', 'de', 'forma', 'competitiva', 'em', 'o', 'Paraguai', ',', 'que', 'tem', 'uma', 'CLT', 'bem', 'menos', 'rígida', 'que', 'a', 'nossa', '.', '""']","['PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'VERB', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'PROPN', 'ADV', 'ADV', 'ADJ', 'SCONJ', 'DET', 'PRON', 'PUNCT', 'PUNCT']"
DOC000021,SENT030,"Trump serve de exemplo para mim , diz Bolsonaro em visita a os EUA .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000021,"['Trump', 'serve', 'de', 'exemplo', 'para', 'mim', ',', 'diz', 'Bolsonaro', 'em', 'visita', 'a', 'os', 'EUA', '.']","['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']"
DOC000022,SENT002,"Em despacho nesta segunda-feira ( 9 ) , Moro pediu , ainda , que Lula entregue os originais à Justiça , caso os possua .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['Em', 'despacho', 'nesta', 'em', 'esta', 'segunda-feira', '(', '9', ')', ',', 'Moro', 'pediu', ',', 'ainda', ',', 'que', 'Lula', 'entregue', 'os', 'originais', 'à', 'a', 'a', 'Justiça', ',', 'caso', 'os', 'possua', '.']","['ADP', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'VERB', 'PUNCT', 'ADV', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', '_', 'ADP', 'DET', 'PROPN', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'PUNCT']"
DOC000022,SENT003,"Na semana passada , o Ministério Público Federal apresentou incidente de falsidade questionando a veracidade de 26 recibos apresentados pela defesa do ex-presidente .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['Na', 'Em', 'a', 'semana', 'passada', ',', 'o', 'Ministério', 'Público', 'Federal', 'apresentou', 'incidente', 'de', 'falsidade', 'questionando', 'a', 'veracidade', 'de', '26', 'recibos', 'apresentados', 'pela', 'por', 'a', 'defesa', 'do', 'de', 'o', 'ex-presidente', '.']","['_', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', '_', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000022,SENT004,O órgão solicitou perícia de os documentos .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['O', 'órgão', 'solicitou', 'perícia', 'de', 'os', 'documentos', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000022,SENT005,"Em o despacho , Moro também pediu que a defesa de Lula esclareça se tem provas a requerer quanto a o incidente .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['Em', 'o', 'despacho', ',', 'Moro', 'também', 'pediu', 'que', 'a', 'defesa', 'de', 'Lula', 'esclareça', 'se', 'tem', 'provas', 'a', 'requerer', 'quanto', 'a', 'o', 'incidente', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'ADV', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000022,SENT006,"Na denúncia , o Ministério Público Federal diz que Lula não pagou pela locação do imóvel , comprado pelo empresário Glaucos da Costamarques em 2010 .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['Na', 'Em', 'a', 'denúncia', ',', 'o', 'Ministério', 'Público', 'Federal', 'diz', 'que', 'Lula', 'não', 'pagou', 'pela', 'por', 'a', 'locação', 'do', 'de', 'o', 'imóvel', ',', 'comprado', 'pelo', 'por', 'o', 'empresário', 'Glaucos', 'da', 'de', 'a', 'Costamarques', 'em', '2010', '.']","['_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'SCONJ', 'PROPN', 'ADV', 'VERB', '_', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', '_', 'ADP', 'DET', 'NOUN', 'PROPN', '_', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'PUNCT']"
DOC000022,SENT007,"Segundo a acusação , Costamarques atuou como laranja em a aquisição , que teria sido realizada com propina de a Odebrecht , obtida por meio de contratos com a Petrobras .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['Segundo', 'a', 'acusação', ',', 'Costamarques', 'atuou', 'como', 'laranja', 'em', 'a', 'aquisição', ',', 'que', 'teria', 'sido', 'realizada', 'com', 'propina', 'de', 'a', 'Odebrecht', ',', 'obtida', 'por', 'meio', 'de', 'contratos', 'com', 'a', 'Petrobras', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']"
DOC000022,SENT008,"A defesa de o empresário apresentou petição afirmando que todos os recibos foram assinados em o mesmo dia , em dezembro de 2015 , quando estava internado em o Hospital Sírio-Libanês , em São Paulo .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,disagreement,DOC000022,"['A', 'defesa', 'de', 'o', 'empresário', 'apresentou', 'petição', 'afirmando', 'que', 'todos', 'os', 'recibos', 'foram', 'assinados', 'em', 'o', 'mesmo', 'dia', ',', 'em', 'dezembro', 'de', '2015', ',', 'quando', 'estava', 'internado', 'em', 'o', 'Hospital', 'Sírio-Libanês', ',', 'em', 'São', 'Paulo', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'SCONJ', 'DET', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'SCONJ', 'AUX', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT']"
DOC000022,SENT009,"Após visita de Roberto Teixeira , advogado e amigo do ex-presidente , o contador João Leite teria ido ao hospital recolher as assinaturas de Costamarques .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['Após', 'visita', 'de', 'Roberto', 'Teixeira', ',', 'advogado', 'e', 'amigo', 'do', 'de', 'o', 'ex-presidente', ',', 'o', 'contador', 'João', 'Leite', 'teria', 'ido', 'ao', 'a', 'o', 'hospital', 'recolher', 'as', 'assinaturas', 'de', 'Costamarques', '.']","['ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PROPN', 'PROPN', 'AUX', 'VERB', '_', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']"
DOC000022,SENT010,"Moro pediu que o hospital informe o registro de visitantes do empresário no período , com ênfase em Teixeira e Leite .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['Moro', 'pediu', 'que', 'o', 'hospital', 'informe', 'o', 'registro', 'de', 'visitantes', 'do', 'de', 'o', 'empresário', 'no', 'em', 'o', 'período', ',', 'com', 'ênfase', 'em', 'Teixeira', 'e', 'Leite', '.']","['PROPN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', '_', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT']"
DOC000022,SENT011,Costamarques também já afirmou a Moro que só passou a receber os aluguéis do apartamento no final de 2015 .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,accept request,DOC000022,"['Costamarques', 'também', 'já', 'afirmou', 'a', 'Moro', 'que', 'só', 'passou', 'a', 'receber', 'os', 'aluguéis', 'do', 'de', 'o', 'apartamento', 'no', 'em', 'o', 'final', 'de', '2015', '.']","['PROPN', 'ADV', 'ADV', 'VERB', 'ADP', 'PROPN', 'SCONJ', 'ADV', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT']"
DOC000022,SENT012,"Em audiência no dia 13 de setembro , o juiz havia demonstrado contrariedade com o fato de o petista não ter apresentado os recibos de aluguel desde a apresentação da denúncia , em dezembro de 2016 .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,disagreement,DOC000022,"['Em', 'audiência', 'no', 'em', 'o', 'dia', '13', 'de', 'setembro', ',', 'o', 'juiz', 'havia', 'demonstrado', 'contrariedade', 'com', 'o', 'fato', 'de', 'o', 'petista', 'não', 'ter', 'apresentado', 'os', 'recibos', 'de', 'aluguel', 'desde', 'a', 'apresentação', 'da', 'de', 'a', 'denúncia', ',', 'em', 'dezembro', 'de', '2016', '.']","['ADP', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT']"
DOC000022,SENT013,"No mesmo processo , Lula é acusado de aceitar como propina da Odebrecht um terreno na zona sul de São Paulo para o Instituto Lula .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['No', 'Em', 'o', 'mesmo', 'processo', ',', 'Lula', 'é', 'acusado', 'de', 'aceitar', 'como', 'propina', 'da', 'de', 'a', 'Odebrecht', 'um', 'terreno', 'na', 'em', 'a', 'zona', 'sul', 'de', 'São', 'Paulo', 'para', 'o', 'Instituto', 'Lula', '.']","['_', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', '_', 'ADP', 'DET', 'PROPN', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']"
DOC000022,SENT014,A defesa afirma que o imóvel nunca foi de propriedade de o ex-presidente .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,"disagreement, disconfirm",DOC000022,"['A', 'defesa', 'afirma', 'que', 'o', 'imóvel', 'nunca', 'foi', 'de', 'propriedade', 'de', 'o', 'ex-presidente', '.']","['DET', 'NOUN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADV', 'AUX', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
DOC000022,SENT015,"Em nota , o advogado Cristiano Zanin Martins afirma que a perícia "" irá confirmar inequivocamente "" que os recibos são "" idôneos "" e que foram "" emitidos regularmente por o proprietário de o imóvel "" .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,"disagreement, disconfirm",DOC000022,"['Em', 'nota', ',', 'o', 'advogado', 'Cristiano', 'Zanin', 'Martins', 'afirma', 'que', 'a', 'perícia', '""', 'irá', 'confirmar', 'inequivocamente', '""', 'que', 'os', 'recibos', 'são', '""', 'idôneos', '""', 'e', 'que', 'foram', '""', 'emitidos', 'regularmente', 'por', 'o', 'proprietário', 'de', 'o', 'imóvel', '""', '.']","['ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADV', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'AUX', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'SCONJ', 'AUX', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']"
DOC000022,SENT016,""" Temos segurança de que ( ... ) são íntegros "" , diz o texto .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,"disagreement, disconfirm",DOC000022,"['""', 'Temos', 'segurança', 'de', 'que', '(', '...', ')', 'são', 'íntegros', '""', ',', 'diz', 'o', 'texto', '.']","['PUNCT', 'VERB', 'NOUN', 'ADP', 'SCONJ', 'PUNCT', 'PUNCT', 'PUNCT', 'AUX', 'ADJ', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']"
DOC000022,SENT017,"A defesa lembra , ainda , que pediu investigação de documentos apresentados por a força-tarefa de a Lava Jato .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['A', 'defesa', 'lembra', ',', 'ainda', ',', 'que', 'pediu', 'investigação', 'de', 'documentos', 'apresentados', 'por', 'a', 'força-tarefa', 'de', 'a', 'Lava', 'Jato', '.']","['DET', 'NOUN', 'VERB', 'PUNCT', 'ADV', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']"
DOC000022,SENT018,""" Para observar a igualdade , esperamos que o juiz Sergio Moro autorize a realização de perícia também nos documentos que o MPF apresentou e que tiveram a idoneidade questionada pela defesa do ex-presidente Lula . """,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000022,"['""', 'Para', 'observar', 'a', 'igualdade', ',', 'esperamos', 'que', 'o', 'juiz', 'Sergio', 'Moro', 'autorize', 'a', 'realização', 'de', 'perícia', 'também', 'nos', 'em', 'os', 'documentos', 'que', 'o', 'MPF', 'apresentou', 'e', 'que', 'tiveram', 'a', 'idoneidade', 'questionada', 'pela', 'por', 'a', 'defesa', 'do', 'de', 'o', 'ex-presidente', 'Lula', '.', '""']","['PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', '_', 'ADP', 'DET', 'NOUN', 'PRON', 'DET', 'PROPN', 'VERB', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', '_', 'ADP', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']"
DOC000022,SENT019,Moro pede que Lula esclareça se tem os recibos originais de aluguel .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,request,DOC000022,"['Moro', 'pede', 'que', 'Lula', 'esclareça', 'se', 'tem', 'os', 'recibos', 'originais', 'de', 'aluguel', '.']","['PROPN', 'VERB', 'SCONJ', 'PROPN', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']"
DOC000023,SENT002,"O número representa aumento de 165,9 % em relação a o mesmo período de 2016 , quando os fundos captaram R$ 83 bilhões .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['O', 'número', 'representa', 'aumento', 'de', '165,9', '%', 'em', 'relação', 'a', 'o', 'mesmo', 'período', 'de', '2016', ',', 'quando', 'os', 'fundos', 'captaram', 'R$', '83', 'bilhões', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NUM', 'SYM', 'ADP', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'VERB', 'SYM', 'NUM', 'NOUN', 'PUNCT']"
DOC000023,SENT003,A indústria encerrou setembro com R$ 4 trilhões de patrimônio líquido distribuído em 15.740 fundos .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['A', 'indústria', 'encerrou', 'setembro', 'com', 'R$', '4', 'trilhões', 'de', 'patrimônio', 'líquido', 'distribuído', 'em', '15.740', 'fundos', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'SYM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT']"
DOC000023,SENT004,"Só no terceiro trimestre , a captação somou R$ 90,1 bilhões , alta de 137,1 % ante igual intervalo do ano passado .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Só', 'no', 'em', 'o', 'terceiro', 'trimestre', ',', 'a', 'captação', 'somou', 'R$', '90,1', 'bilhões', ',', 'alta', 'de', '137,1', '%', 'ante', 'igual', 'intervalo', 'do', 'de', 'o', 'ano', 'passado', '.']","['ADV', '_', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'SYM', 'ADP', 'ADJ', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']"
DOC000023,SENT005,"Carlos Ambrósio , vice-presidente da Anbima , atribui o resultado histórico aos primeiros sinais de que a economia brasileira está se recuperando .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Carlos', 'Ambrósio', ',', 'vice-presidente', 'da', 'de', 'a', 'Anbima', ',', 'atribui', 'o', 'resultado', 'histórico', 'aos', 'a', 'os', 'primeiros', 'sinais', 'de', 'que', 'a', 'economia', 'brasileira', 'está', 'se', 'recuperando', '.']","['PROPN', 'PROPN', 'PUNCT', 'NOUN', '_', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ', '_', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'AUX', 'PRON', 'VERB', 'PUNCT']"
DOC000023,SENT006,"Destaque para os fundos de ações e multimercados , que ganharam atratividade em esse contexto de juros em queda .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Destaque', 'para', 'os', 'fundos', 'de', 'ações', 'e', 'multimercados', ',', 'que', 'ganharam', 'atratividade', 'em', 'esse', 'contexto', 'de', 'juros', 'em', 'queda', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']"
DOC000023,SENT007,"Com o cenário econômico mais benigno , a gente cada vez mais enxerga apetite maior a risco e uma demanda maior por esses dois produtos , ressalta .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Com', 'o', 'cenário', 'econômico', 'mais', 'benigno', ',', 'a', 'gente', 'cada', 'vez', 'mais', 'enxerga', 'apetite', 'maior', 'a', 'risco', 'e', 'uma', 'demanda', 'maior', 'por', 'esses', 'dois', 'produtos', ',', 'ressalta', '.']","['ADP', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']"
DOC000023,SENT008,"As pessoas físicas tiveram papel relevante em essa recuperação , segundo os dados de a Anbima .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['As', 'pessoas', 'físicas', 'tiveram', 'papel', 'relevante', 'em', 'essa', 'recuperação', ',', 'segundo', 'os', 'dados', 'de', 'a', 'Anbima', '.']","['DET', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']"
DOC000023,SENT009,"Até agosto , a captação líquida de o segmento varejo era de R$ 65,9 bilhões ( 29,8 % de o total de R$ 221,1 bilhões ) .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Até', 'agosto', ',', 'a', 'captação', 'líquida', 'de', 'o', 'segmento', 'varejo', 'era', 'de', 'R$', '65,9', 'bilhões', '(', '29,8', '%', 'de', 'o', 'total', 'de', 'R$', '221,1', 'bilhões', ')', '.']","['ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'AUX', 'ADP', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'ADP', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'PUNCT']"
DOC000023,SENT010,"Os private , que são pessoas físicas de alta renda , respondiam por R$ 61,4 bilhões ( 27,8 % ) .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Os', 'private', ',', 'que', 'são', 'pessoas', 'físicas', 'de', 'alta', 'renda', ',', 'respondiam', 'por', 'R$', '61,4', 'bilhões', '(', '27,8', '%', ')', '.']","['DET', 'X', 'PUNCT', 'PRON', 'AUX', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'SYM', 'PUNCT', 'PUNCT']"
DOC000023,SENT011,"As pessoas físicas foram muito importantes para a indústria e vão continuar sendo de aqui para a frente , quando tivermos um patamar de juros mais baixo .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['As', 'pessoas', 'físicas', 'foram', 'muito', 'importantes', 'para', 'a', 'indústria', 'e', 'vão', 'continuar', 'sendo', 'de', 'aqui', 'para', 'a', 'frente', ',', 'quando', 'tivermos', 'um', 'patamar', 'de', 'juros', 'mais', 'baixo', '.']","['DET', 'NOUN', 'ADJ', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'AUX', 'VERB', 'AUX', 'ADP', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'PUNCT']"
DOC000023,SENT012,"Com isso , a demanda por fundos de ações e multimercados vai crescer ainda mais , assim como investimento no exterior , ressalta Ambrósio .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000023,"['Com', 'isso', ',', 'a', 'demanda', 'por', 'fundos', 'de', 'ações', 'e', 'multimercados', 'vai', 'crescer', 'ainda', 'mais', ',', 'assim', 'como', 'investimento', 'no', 'em', 'o', 'exterior', ',', 'ressalta', 'Ambrósio', '.']","['ADP', 'PRON', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADV', 'PUNCT', 'ADV', 'CCONJ', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']"
