dialogue_id,sentence_id,sentences,tipo dimensão multi,Dimensão multi,função multi,revisado,tipo dimensão,Dimensão,função,Unnamed: 10,possivel tag,dialogue_id.1,tokens,pos,pos_id,label
DOC000084,SENT020,E a Bruzundanga não é mais a mesma !,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000084,"['E', 'a', 'Bruzundanga', 'não', 'é', 'mais', 'a', 'mesma', '!']","['CCONJ', 'DET', 'PROPN', 'ADV', 'AUX', 'ADV', 'DET', 'PRON', 'PUNCT']","[12, 6, 9, 8, 3, 8, 6, 0, 5]",2
DOC000084,SENT021,Os russos de a opinião pública multiplicaram se e adquiriram certa musculatura .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000084,"['Os', 'russos', 'de', 'a', 'opinião', 'pública', 'multiplicaram', 'se', 'e', 'adquiriram', 'certa', 'musculatura', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'PRON', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","[6, 7, 10, 6, 7, 4, 1, 0, 12, 1, 6, 7, 5]",2
DOC000084,SENT023,A cláusula de barreira e veto a as coligações proporcionais passaram .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000084,"['A', 'cláusula', 'de', 'barreira', 'e', 'veto', 'a', 'as', 'coligações', 'proporcionais', 'passaram', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'PUNCT']","[6, 7, 10, 7, 12, 7, 10, 6, 7, 4, 1, 5]",2
DOC000084,SENT028,"A crise de representação exige mudanças já , mas elas só começam em 2022 !",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000084,"['A', 'crise', 'de', 'representação', 'exige', 'mudanças', 'já', ',', 'mas', 'elas', 'só', 'começam', 'em', '2022', '!']","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'ADV', 'VERB', 'ADP', 'NUM', 'PUNCT']","[6, 7, 10, 7, 1, 7, 8, 5, 12, 0, 8, 1, 10, 13, 5]",2
DOC000084,SENT029,E tem um fundo em o meio de o caminho !,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000084,"['E', 'tem', 'um', 'fundo', 'em', 'o', 'meio', 'de', 'o', 'caminho', '!']","['CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[12, 1, 6, 7, 10, 6, 7, 10, 6, 7, 5]",2
DOC000086,SENT001,"Alemanha , Espanha e Inglaterra são três campeãs com a ida assegurada para a Copa de 2018 .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Alemanha', ',', 'Espanha', 'e', 'Inglaterra', 'são', 'três', 'campeãs', 'com', 'a', 'ida', 'assegurada', 'para', 'a', 'Copa', 'de', '2018', '.']","['PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT']","[9, 5, 9, 12, 9, 3, 13, 7, 10, 6, 7, 1, 10, 6, 7, 10, 13, 5]",2
DOC000086,SENT002,Elas fazem parte de um pequeno grupo de seleções europeias classificadas para todos os Mundiais desde 2006 .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Elas', 'fazem', 'parte', 'de', 'um', 'pequeno', 'grupo', 'de', 'seleções', 'europeias', 'classificadas', 'para', 'todos', 'os', 'Mundiais', 'desde', '2006', '.']","['PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'DET', 'PROPN', 'ADP', 'NUM', 'PUNCT']","[0, 1, 7, 10, 6, 4, 7, 10, 7, 4, 1, 10, 6, 6, 9, 10, 13, 5]",2
DOC000086,SENT003,"Nesta terça ( 10 ) , a Suíça tem a chance de ampliar essa lista para um quarteto .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Nesta', 'Em', 'esta', 'terça', '(', '10', ')', ',', 'a', 'Suíça', 'tem', 'a', 'chance', 'de', 'ampliar', 'essa', 'lista', 'para', 'um', 'quarteto', '.']","['_', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[16, 10, 6, 7, 5, 13, 5, 5, 6, 9, 1, 6, 7, 10, 1, 6, 7, 10, 6, 7, 5]",2
DOC000086,SENT004,"Para isso , joga pelo empate com Portugal , em Lisboa - apenas três pontos separam os times .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Para', 'isso', ',', 'joga', 'pelo', 'por', 'o', 'empate', 'com', 'Portugal', ',', 'em', 'Lisboa', '-', 'apenas', 'três', 'pontos', 'separam', 'os', 'times', '.']","['ADP', 'PRON', 'PUNCT', 'VERB', '_', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","[10, 0, 5, 1, 16, 10, 6, 7, 10, 9, 5, 10, 9, 5, 8, 13, 7, 1, 6, 7, 5]",2
DOC000086,SENT005,"Até agora , os suíços têm 100 % de aproveitamento .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Até', 'agora', ',', 'os', 'suíços', 'têm', '100', '%', 'de', 'aproveitamento', '.']","['ADP', 'ADV', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NUM', 'SYM', 'ADP', 'NOUN', 'PUNCT']","[10, 8, 5, 6, 7, 1, 13, 14, 10, 7, 5]",2
DOC000086,SENT006,""" É algo que nos deixa orgulhosos , mas obviamente não somos uma nação grandiosa em termos de futebol , como Alemanha , Espanha ou Inglaterra "" , disse a a Folha o porta-voz de a federação suíça , Marco von Ah .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['""', 'É', 'algo', 'que', 'nos', 'deixa', 'orgulhosos', ',', 'mas', 'obviamente', 'não', 'somos', 'uma', 'nação', 'grandiosa', 'em', 'termos', 'de', 'futebol', ',', 'como', 'Alemanha', ',', 'Espanha', 'ou', 'Inglaterra', '""', ',', 'disse', 'a', 'a', 'Folha', 'o', 'porta-voz', 'de', 'a', 'federação', 'suíça', ',', 'Marco', 'von', 'Ah', '.']","['PUNCT', 'AUX', 'PRON', 'PRON', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'ADP', 'DET', 'PROPN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PROPN', 'X', 'PROPN', 'PUNCT']","[5, 3, 0, 0, 0, 1, 4, 5, 12, 8, 8, 3, 6, 7, 4, 10, 7, 10, 7, 5, 10, 9, 5, 9, 12, 9, 5, 5, 1, 10, 6, 9, 6, 7, 10, 6, 7, 4, 5, 9, 15, 9, 5]",2
DOC000086,SENT008,Mas atingir o nível em que estamos já é algo difícil o bastante .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Mas', 'atingir', 'o', 'nível', 'em', 'que', 'estamos', 'já', 'é', 'algo', 'difícil', 'o', 'bastante', '.']","['CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'AUX', 'ADV', 'AUX', 'ADV', 'ADJ', 'PRON', 'ADJ', 'PUNCT']","[12, 1, 6, 7, 10, 0, 3, 8, 3, 8, 4, 0, 4, 5]",2
DOC000086,SENT009,Mais duro ainda é nos manter em esse patamar .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Mais', 'duro', 'ainda', 'é', 'nos', 'manter', 'em', 'esse', 'patamar', '.']","['ADV', 'ADJ', 'ADV', 'AUX', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[8, 4, 8, 3, 0, 1, 10, 6, 7, 5]",2
DOC000086,SENT011,"Em nove rodadas , anotou 23 gols e levou cinco .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Em', 'nove', 'rodadas', ',', 'anotou', '23', 'gols', 'e', 'levou', 'cinco', '.']","['ADP', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'NUM', 'PUNCT']","[10, 13, 7, 5, 1, 13, 7, 12, 1, 13, 5]",2
DOC000086,SENT012,"A solidez defensiva tem sido um padrão para o país , passando de uma geração para a outra .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['A', 'solidez', 'defensiva', 'tem', 'sido', 'um', 'padrão', 'para', 'o', 'país', ',', 'passando', 'de', 'uma', 'geração', 'para', 'a', 'outra', '.']","['DET', 'NOUN', 'ADJ', 'AUX', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PRON', 'PUNCT']","[6, 7, 4, 3, 3, 6, 7, 10, 6, 7, 5, 1, 10, 6, 7, 10, 6, 0, 5]",2
DOC000086,SENT013,"Em a Copa de 2006 , caiu em as oitavas sem ter sua meta vazada .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Em', 'a', 'Copa', 'de', '2006', ',', 'caiu', 'em', 'as', 'oitavas', 'sem', 'ter', 'sua', 'meta', 'vazada', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","[10, 6, 7, 10, 13, 5, 1, 10, 6, 7, 10, 1, 6, 7, 1, 5]",2
DOC000086,SENT019,"Por causa do saldo de gols , vitória portuguesa mandaria a Suíça para a repescagem .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Por', 'causa', 'do', 'de', 'o', 'saldo', 'de', 'gols', ',', 'vitória', 'portuguesa', 'mandaria', 'a', 'Suíça', 'para', 'a', 'repescagem', '.']","['ADP', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[10, 7, 16, 10, 6, 7, 10, 7, 5, 7, 4, 1, 6, 9, 10, 6, 7, 5]",2
DOC000086,SENT021,Um cenário que pede à federação trabalho minucioso na busca e desenvolvimento de talentos .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Um', 'cenário', 'que', 'pede', 'à', 'a', 'a', 'federação', 'trabalho', 'minucioso', 'na', 'em', 'a', 'busca', 'e', 'desenvolvimento', 'de', 'talentos', '.']","['DET', 'NOUN', 'PRON', 'VERB', '_', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', '_', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[6, 7, 0, 1, 16, 10, 6, 7, 7, 4, 16, 10, 6, 7, 12, 7, 10, 7, 5]",2
DOC000086,SENT022,O resultado é a consistência alcançada por sua seleção adulta .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['O', 'resultado', 'é', 'a', 'consistência', 'alcançada', 'por', 'sua', 'seleção', 'adulta', '.']","['DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[6, 7, 3, 6, 7, 1, 10, 6, 7, 4, 5]",2
DOC000086,SENT024,"A população total pode não ser de as maiores , mas é variada .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['A', 'população', 'total', 'pode', 'não', 'ser', 'de', 'as', 'maiores', ',', 'mas', 'é', 'variada', '.']","['DET', 'NOUN', 'ADJ', 'VERB', 'ADV', 'AUX', 'ADP', 'PRON', 'ADJ', 'PUNCT', 'CCONJ', 'AUX', 'ADJ', 'PUNCT']","[6, 7, 4, 1, 8, 3, 10, 0, 4, 5, 12, 3, 4, 5]",2
DOC000086,SENT026,Algo nem sempre aceito em um continente que convive com a ascensão de movimentos conservadores .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Algo', 'nem', 'sempre', 'aceito', 'em', 'um', 'continente', 'que', 'convive', 'com', 'a', 'ascensão', 'de', 'movimentos', 'conservadores', '.']","['PRON', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","[0, 8, 8, 1, 10, 6, 7, 0, 1, 10, 6, 7, 10, 7, 4, 5]",2
DOC000086,SENT027,Referendo popular em fevereiro deste ano aprovou a simplificação das regras para naturalizar os netos de imigrantes .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Referendo', 'popular', 'em', 'fevereiro', 'deste', 'de', 'este', 'ano', 'aprovou', 'a', 'simplificação', 'das', 'de', 'as', 'regras', 'para', 'naturalizar', 'os', 'netos', 'de', 'imigrantes', '.']","['NOUN', 'ADJ', 'ADP', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[7, 4, 10, 7, 16, 10, 6, 7, 1, 6, 7, 16, 10, 6, 7, 10, 1, 6, 7, 10, 7, 5]",2
DOC000086,SENT029,A seleção mostra como o país tem integrado estrangeiros com sucesso .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['A', 'seleção', 'mostra', 'como', 'o', 'país', 'tem', 'integrado', 'estrangeiros', 'com', 'sucesso', '.']","['DET', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[6, 7, 1, 8, 6, 7, 3, 1, 7, 10, 7, 5]",2
DOC000086,SENT031,A ideia é reforçar isso com nossos clubes .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['A', 'ideia', 'é', 'reforçar', 'isso', 'com', 'nossos', 'clubes', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","[6, 7, 3, 1, 0, 10, 6, 7, 5]",2
DOC000086,SENT032,Temos projeto para dar apoio em a integração de mais imigrantes .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Temos', 'projeto', 'para', 'dar', 'apoio', 'em', 'a', 'integração', 'de', 'mais', 'imigrantes', '.']","['VERB', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[1, 7, 10, 1, 7, 10, 6, 7, 10, 6, 7, 5]",2
DOC000086,SENT033,"Apoiada em a defesa , Suíça busca afirmação em a elite europeia .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000086,"['Apoiada', 'em', 'a', 'defesa', ',', 'Suíça', 'busca', 'afirmação', 'em', 'a', 'elite', 'europeia', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[1, 10, 6, 7, 5, 9, 1, 7, 10, 6, 7, 4, 5]",2
DOC000089,SENT012,"Todas eram igualmente cremosas , consistentes , perfeitas , insuperáveis .",General-purpose function / Dimension-specific functions ,Information-providing functions / Social obligations management functions,inform / compliment,sim,Dimension-specific functions ,Social obligations management functions,inform,,compliment,DOC000089,"['Todas', 'eram', 'igualmente', 'cremosas', ',', 'consistentes', ',', 'perfeitas', ',', 'insuperáveis', '.']","['PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']","[0, 3, 8, 4, 5, 4, 5, 4, 5, 4, 5]",2
DOC000089,SENT013,Esse negócio de melhor sorvete de o mundo é bobagem .,General-purpose function,Information-providing functions,disagreement,duvida,General-purpose function,Information-providing functions,disagreement,,allonegative,DOC000089,"['Esse', 'negócio', 'de', 'melhor', 'sorvete', 'de', 'o', 'mundo', 'é', 'bobagem', '.']","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'NOUN', 'PUNCT']","[6, 7, 10, 4, 7, 10, 6, 7, 3, 7, 5]",1
DOC000089,SENT014,O melhor é aquele que você está tomando .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000089,"['O', 'melhor', 'é', 'aquele', 'que', 'você', 'está', 'tomando', '.']","['PRON', 'ADJ', 'AUX', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT']","[0, 4, 3, 0, 0, 0, 3, 1, 5]",2
DOC000089,SENT015,"E , mais do que nunca , concordei com a frase de que sorvete é que nem sexo .",General-purpose function,Information-providing functions,agreement,duvida,General-purpose function,Information-providing functions,other,,,DOC000089,"['E', ',', 'mais', 'do', 'de', 'o', 'que', 'nunca', ',', 'concordei', 'com', 'a', 'frase', 'de', 'que', 'sorvete', 'é', 'que', 'nem', 'sexo', '.']","['CCONJ', 'PUNCT', 'ADV', '_', 'ADP', 'PRON', 'PRON', 'ADV', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'SCONJ', 'NOUN', 'AUX', 'SCONJ', 'ADV', 'NOUN', 'PUNCT']","[12, 5, 8, 16, 10, 0, 0, 8, 5, 1, 10, 6, 7, 10, 2, 7, 3, 2, 8, 7, 5]",4
DOC000089,SENT016,"Quando é bom , é ótimo .",General-purpose function / Dimension-specific functions ,Information-providing functions / Social obligations management functions,inform / compliment,duvida,Dimension-specific functions ,Social obligations management functions,other,,,DOC000089,"['Quando', 'é', 'bom', ',', 'é', 'ótimo', '.']","['SCONJ', 'AUX', 'ADJ', 'PUNCT', 'AUX', 'ADJ', 'PUNCT']","[2, 3, 4, 5, 3, 4, 5]",4
DOC000089,SENT017,"Quando não é bom , ainda é muito bom .",General-purpose function / Dimension-specific functions ,Information-providing functions / Social obligations management functions,inform / compliment,duvida,Dimension-specific functions ,Social obligations management functions,other,,compliment,DOC000089,"['Quando', 'não', 'é', 'bom', ',', 'ainda', 'é', 'muito', 'bom', '.']","['SCONJ', 'ADV', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'AUX', 'ADV', 'ADJ', 'PUNCT']","[2, 8, 3, 4, 5, 8, 3, 8, 4, 5]",4
DOC000091,SENT002,Essa intenção é maior entre os que possuem diploma de o ensino superior .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['Essa', 'intenção', 'é', 'maior', 'entre', 'os', 'que', 'possuem', 'diploma', 'de', 'o', 'ensino', 'superior', '.']","['DET', 'NOUN', 'AUX', 'ADJ', 'ADP', 'PRON', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[6, 7, 3, 4, 10, 0, 0, 1, 7, 10, 6, 7, 4, 5]",2
DOC000091,SENT003,"A seguir , veja mais detalhes sobre o levantamento que abordou a violência na capital fluminense .",General-purpose function,Information-providing functions / Directive functions,inform / suggest / instruct,duvida,General-purpose function,Directive functions,instruct,,suggest / instruct,DOC000091,"['A', 'seguir', ',', 'veja', 'mais', 'detalhes', 'sobre', 'o', 'levantamento', 'que', 'abordou', 'a', 'violência', 'na', 'em', 'a', 'capital', 'fluminense', '.']","['ADP', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', '_', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[10, 1, 5, 1, 6, 7, 10, 6, 7, 0, 1, 6, 7, 16, 10, 6, 7, 4, 5]",3
DOC000091,SENT005,O percentual sobe para 76 % se considerada apenas a população que completou o ensino superior .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['O', 'percentual', 'sobe', 'para', '76', '%', 'se', 'considerada', 'apenas', 'a', 'população', 'que', 'completou', 'o', 'ensino', 'superior', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NUM', 'SYM', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[6, 7, 1, 10, 13, 14, 0, 1, 8, 6, 7, 0, 1, 6, 7, 4, 5]",2
DOC000091,SENT006,E cai para 69 % para o grupo apenas com ensino fundamental .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['E', 'cai', 'para', '69', '%', 'para', 'o', 'grupo', 'apenas', 'com', 'ensino', 'fundamental', '.']","['CCONJ', 'VERB', 'ADP', 'NUM', 'SYM', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","[12, 1, 10, 13, 14, 10, 6, 7, 8, 10, 7, 4, 5]",2
DOC000091,SENT009,"A alteração mais citada nessa região foi "" não sair de casa "" ( 15 % ) .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['A', 'alteração', 'mais', 'citada', 'nessa', 'em', 'essa', 'região', 'foi', '""', 'não', 'sair', 'de', 'casa', '""', '(', '15', '%', ')', '.']","['DET', 'NOUN', 'ADV', 'VERB', '_', 'ADP', 'DET', 'NOUN', 'AUX', 'PUNCT', 'ADV', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'NUM', 'SYM', 'PUNCT', 'PUNCT']","[6, 7, 8, 1, 16, 10, 6, 7, 3, 5, 8, 1, 10, 7, 5, 5, 13, 14, 5, 5]",2
DOC000091,SENT010,A região em que os moradores menos disseram ter mudado a rotina foi o centro ( 28 % ) .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['A', 'região', 'em', 'que', 'os', 'moradores', 'menos', 'disseram', 'ter', 'mudado', 'a', 'rotina', 'foi', 'o', 'centro', '(', '28', '%', ')', '.']","['DET', 'NOUN', 'ADP', 'PRON', 'DET', 'NOUN', 'ADV', 'VERB', 'AUX', 'VERB', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'NUM', 'SYM', 'PUNCT', 'PUNCT']","[6, 7, 10, 0, 6, 7, 8, 1, 3, 1, 6, 7, 3, 6, 7, 5, 13, 14, 5, 5]",2
DOC000091,SENT012,O centro foi a região com o menor percentual ( 22 % ) .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['O', 'centro', 'foi', 'a', 'região', 'com', 'o', 'menor', 'percentual', '(', '22', '%', ')', '.']","['DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'SYM', 'PUNCT', 'PUNCT']","[6, 7, 3, 6, 7, 10, 6, 4, 7, 5, 13, 14, 5, 5]",2
DOC000091,SENT015,"Questionados sobre o principal problema do Rio , 38 % dos moradores citaram a violência .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['Questionados', 'sobre', 'o', 'principal', 'problema', 'do', 'de', 'o', 'Rio', ',', '38', '%', 'dos', 'de', 'os', 'moradores', 'citaram', 'a', 'violência', '.']","['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', '_', 'ADP', 'DET', 'PROPN', 'PUNCT', 'NUM', 'SYM', '_', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","[1, 10, 6, 4, 7, 16, 10, 6, 9, 5, 13, 14, 16, 10, 6, 7, 1, 6, 7, 5]",2
DOC000091,SENT017,"Entre os dois levantamentos , a preocupação com a saúde cresceu , de 21 % para 27 % .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['Entre', 'os', 'dois', 'levantamentos', ',', 'a', 'preocupação', 'com', 'a', 'saúde', 'cresceu', ',', 'de', '21', '%', 'para', '27', '%', '.']","['ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NUM', 'SYM', 'ADP', 'NUM', 'SYM', 'PUNCT']","[10, 6, 13, 7, 5, 6, 7, 10, 6, 7, 1, 5, 10, 13, 14, 10, 13, 14, 5]",2
DOC000091,SENT021,Mais escolarizados puxam fila de os que querem deixar o Rio devido a violência .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000091,"['Mais', 'escolarizados', 'puxam', 'fila', 'de', 'os', 'que', 'querem', 'deixar', 'o', 'Rio', 'devido', 'a', 'violência', '.']","['ADV', 'ADJ', 'VERB', 'NOUN', 'ADP', 'PRON', 'PRON', 'VERB', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[8, 4, 1, 7, 10, 0, 0, 1, 1, 6, 9, 10, 6, 7, 5]",2
DOC000092,SENT001,Antes de ser eleito era um gestor e não um político .,General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000092,"['Antes', 'de', 'ser', 'eleito', 'era', 'um', 'gestor', 'e', 'não', 'um', 'político', '.']","['ADV', 'ADP', 'AUX', 'VERB', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'PUNCT']","[8, 10, 3, 1, 3, 6, 7, 12, 8, 6, 7, 5]",2
DOC000092,SENT002,"Após eleito , fez uma série de aparições fazendo marketing pessoal .",General-purpose function,Information-providing functions,inform,sim,General-purpose function,Information-providing functions,inform,,,DOC000092,"['Após', 'eleito', ',', 'fez', 'uma', 'série', 'de', 'aparições', 'fazendo', 'marketing', 'pessoal', '.']","['ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PUNCT']","[10, 7, 5, 1, 6, 7, 10, 7, 1, 7, 4, 5]",2
